##Checked genes Ensembl
##date=20/5/2021
##Gene stable ID	HGNC symbol	Transcript_stable_ID
AT5G28370		AT5G28370.1
AT4G11910	SGR2	AT4G11910.1
AT1G26330		AT1G26330.2
AT3G48240		AT3G48240.1
AT1G15900		AT1G15900.1
AT5G48050		AT5G48050.1
AT3G05327		AT3G05327.1
AT3G06810	IBR3	AT3G06810.1
AT1G70480		AT1G70480.2
AT4G08760		AT4G08760.1
AT1G65390	PP2A5	AT1G65390.1
AT1G59610	DRP2B	AT1G59610.1
AT1G54050	HSP17.4B	AT1G54050.1
AT1G35260	MLP165	AT1G35260.1
AT4G08406		AT4G08406.1
AT4G18335		AT4G18335.1
AT5G54870		AT5G54870.1
AT3G50320		AT3G50320.1
AT1G72540		AT1G72540.1
AT4G18215		AT4G18215.1
AT3G32420		AT3G32420.1
AT5G50230	ATG16	AT5G50230.1
AT1G63180	UGE3	AT1G63180.1
AT1G52800		AT1G52800.1
AT1G17160		AT1G17160.1
AT5G55480	GDPDL4	AT5G55480.1
AT3G15960		AT3G15960.1
AT5G51970	SDH	AT5G51970.1
AT5G16260	ELF9	AT5G16260.1
AT5G67610		AT5G67610.2
AT5G43100		AT5G43100.1
AT3G16270	MTV1	AT3G16270.2
AT3G23165	LCR42	AT3G23165.1
AT4G13160		AT4G13160.1
AT1G68070		AT1G68070.1
AT1G24230		AT1G24230.1
AT5G05310		AT5G05310.7
AT1G58055		AT1G58055.1
AT5G42965		AT5G42965.1
AT3G52200	LTA3	AT3G52200.2
AT3G11350		AT3G11350.1
AT5G02560	HTA12	AT5G02560.2
AT1G31810	FH14	AT1G31810.1
AT4G32810	CCD8	AT4G32810.2
AT2G28670		AT2G28670.1
AT1G67800		AT1G67800.2
AT5G51750	SBT1.3	AT5G51750.1
AT1G60600	ABC4	AT1G60600.2
AT1G10875		AT1G10875.1
AT4G11540		AT4G11540.1
AT1G48390		AT1G48390.3
AT3G61130	GAUT1	AT3G61130.1
AT5G45310		AT5G45310.1
AT4G02489		AT4G02489.1
AT5G53260		AT5G53260.1
AT3G01040	GAUT13	AT3G01040.3
AT2G15570	ATHM3	AT2G15570.2
AT5G16110		AT5G16110.1
AT5G13780	NAA10	AT5G13780.1
AT2G25430		AT2G25430.1
AT5G44565		AT5G44565.2
AT3G06670		AT3G06670.2
AT3G57020	SSL9	AT3G57020.1
AT3G61070	PEX11E	AT3G61070.3
AT3G25070	RIN4	AT3G25070.2
AT2G34123		AT2G34123.1
AT1G09200	HTR2	AT1G09200.1
AT4G35930		AT4G35930.3
AT1G14190		AT1G14190.2
AT2G46500	PI4KG4	AT2G46500.1
AT5G05180		AT5G05180.1
AT1G15710	TYRAAT2	AT1G15710.1
AT2G38823		AT2G38823.1
AT3G55090	ABCG16	AT3G55090.1
AT2G07810		AT2G07810.1
AT5G02500	MED37E	AT5G02500.1
AT1G20940		AT1G20940.1
AT3G03980		AT3G03980.1
AT3G62750	BGLU8	AT3G62750.2
AT2G26410	Iqd4	AT2G26410.2
AT2G44570	AtGH9B12	AT2G44570.1
AT3G16190		AT3G16190.1
AT5G04240	ELF6	AT5G04240.1
AT1G16940		AT1G16940.1
AT3G15270	SPL5	AT3G15270.1
AT3G18410		AT3G18410.2
AT5G17610		AT5G17610.1
AT5G65990	AVT3A	AT5G65990.1
AT2G41290	SSL2	AT2G41290.1
AT1G48355		AT1G48355.1
AT2G36240		AT2G36240.1
AT4G13800		AT4G13800.1
AT3G63380	ACA12	AT3G63380.1
AT3G58320		AT3G58320.1
AT5G07080		AT5G07080.1
AT2G46480	GAUT2	AT2G46480.4
AT4G07524		AT4G07524.1
AT1G20280		AT1G20280.1
AT5G61560		AT5G61560.3
AT4G29200		AT4G29200.1
AT3G11730	RABD1	AT3G11730.1
AT4G37080		AT4G37080.3
AT1G02065	SPL8	AT1G02065.1
AT1G26360	MES13	AT1G26360.1
AT5G41960		AT5G41960.1
AT4G16444		AT4G16444.1
AT2G34825	RALFL20	AT2G34825.1
AT1G11290	PCMP-H40	AT1G11290.1
AT3G54790	PUB3	AT3G54790.1
AT3G08730	ATPK1	AT3G08730.2
AT1G55790		AT1G55790.1
AT1G24400	LHT2	AT1G24400.1
AT2G38210	PDX1L4	AT2G38210.1
AT5G46940		AT5G46940.1
AT5G57020	NMT1	AT5G57020.1
AT4G04780	MED21	AT4G04780.1
AT4G24015	RHA4A	AT4G24015.1
AT4G34730		AT4G34730.1
AT1G01900	SBTI1.1	AT1G01900.1
AT5G56010	HSP90-3	AT5G56010.1
AT2G23067		AT2G23067.1
AT1G32330	HSFA1D	AT1G32330.1
AT3G25570	SAMDC3	AT3G25570.2
AT3G16740		AT3G16740.1
AT5G52230	MBD13	AT5G52230.1
AT1G06925		AT1G06925.1
AT2G18650	ATL49	AT2G18650.1
AT4G39600		AT4G39600.2
AT1G70020		AT1G70020.1
AT1G06550		AT1G06550.1
AT5G59960		AT5G59960.1
AT1G50960	GA2OX7	AT1G50960.1
AT1G10960	FD1	AT1G10960.1
AT2G21450	CHR34	AT2G21450.2
AT5G24630	BIN4	AT5G24630.6
AT1G53480	MRD1	AT1G53480.1
AT3G22500	ECP31	AT3G22500.1
AT2G34560		AT2G34560.2
ATMG00990	NAD3	ATMG00990.1
AT1G73890		AT1G73890.1
AT5G03170	FLA11	AT5G03170.1
AT2G29920		AT2G29920.1
AT5G20590	TBL5	AT5G20590.1
AT5G51870	AGL71	AT5G51870.3
AT5G16820	HSFA1B	AT5G16820.2
AT1G09360		AT1G09360.1
AT5G09240		AT5G09240.2
AT5G11860	SSP5	AT5G11860.1
AT1G07890	APX1	AT1G07890.5
AT1G69825		AT1G69825.1
AT5G63630	RH31	AT5G63630.2
AT1G65270		AT1G65270.2
AT2G24220	ATPUP5	AT2G24220.2
AT4G30820		AT4G30820.16
AT5G66052		AT5G66052.1
AT5G18440		AT5G18440.2
AT4G28010		AT4G28010.1
AT1G56385		AT1G56385.1
AT4G36880	CP1	AT4G36880.1
AT2G24070	QWRF4	AT2G24070.3
AT3G21215		AT3G21215.1
AT4G19940		AT4G19940.1
AT5G23800	ATDUF10	AT5G23800.2
AT4G20980	TIF3D1	AT4G20980.2
AT1G14760	KNATM	AT1G14760.1
AT2G27210	BSL3	AT2G27210.1
AT5G38110	ASF1B	AT5G38110.1
AT2G23310	RER1C	AT2G23310.1
AT3G54950	PLP7	AT3G54950.1
AT3G22290		AT3G22290.2
AT1G06135		AT1G06135.1
AT2G20595		AT2G20595.1
AT1G23780	SKIP22	AT1G23780.1
AT5G26240	CLC-D	AT5G26240.1
AT4G38680	CSP2	AT4G38680.1
AT3G29000	CML45	AT3G29000.1
AT5G17360		AT5G17360.1
AT4G08593		AT4G08593.1
AT2G31083	CLE5	AT2G31083.2
AT2G41160	RBL18	AT2G41160.1
AT4G34140		AT4G34140.1
AT3G14180	ASIL2	AT3G14180.1
AT1G69760		AT1G69760.1
AT2G40004		AT2G40004.1
AT2G21595		AT2G21595.1
AT4G18650	DOGL4	AT4G18650.1
AT4G08480	MEKK2	AT4G08480.1
AT3G51160	MUR1	AT3G51160.1
AT3G52155		AT3G52155.1
AT1G33140	RPL9B	AT1G33140.1
AT1G59600	ZCW7	AT1G59600.1
AT3G50040		AT3G50040.2
AT3G59310		AT3G59310.2
AT3G17850	IREH1	AT3G17850.1
AT3G15350		AT3G15350.2
AT2G32487		AT2G32487.2
AT1G50940	ETFA	AT1G50940.1
AT2G29650	ANTR1	AT2G29650.1
AT4G00100	RPS13B	AT4G00100.1
AT5G22010	RFC1	AT5G22010.1
AT1G23935		AT1G23935.1
AT1G61950	CPK19	AT1G61950.1
AT3G26280	CYP71B4	AT3G26280.2
AT5G11416		AT5G11416.1
AT1G63206		AT1G63206.2
AT4G28360		AT4G28360.1
AT4G31560	HCF153	AT4G31560.1
AT5G19330	ARIA	AT5G19330.1
AT4G00240	PLDBETA2	AT4G00240.1
AT1G64065		AT1G64065.1
AT2G25930	ELF3	AT2G25930.1
AT3G62560		AT3G62560.1
AT5G64630	FAS2	AT5G64630.2
AT1G16400	CYP79F2	AT1G16400.1
AT5G04980	IP5P10	AT5G04980.2
AT4G29285	LCR24	AT4G29285.1
AT3G23637	DVL21	AT3G23637.1
AT3G45040	EVN	AT3G45040.1
AT2G30360	CIPK11	AT2G30360.1
AT2G38490	CIPK22	AT2G38490.1
AT1G10745	ESF1.2	AT1G10745.1
AT5G16660		AT5G16660.1
AT5G08250		AT5G08250.2
AT3G61670		AT3G61670.1
AT1G31780		AT1G31780.1
AT5G19470	NUDT24	AT5G19470.2
AT2G17043		AT2G17043.1
AT1G05850	CTL1	AT1G05850.2
AT1G60810	ACLA-2	AT1G60810.2
AT1G28265		AT1G28265.1
AT4G12735		AT4G12735.1
AT2G21320	BBX18	AT2G21320.1
AT3G14870		AT3G14870.1
AT3G61250	AtMYB17	AT3G61250.1
AT5G23700		AT5G23700.3
AT1G08980	AMI1	AT1G08980.1
AT2G32450		AT2G32450.1
AT4G13460	SUVH9	AT4G13460.2
AT5G01460		AT5G01460.1
AT5G49420		AT5G49420.1
AT5G38940		AT5G38940.2
AT5G25910	AtRLP52	AT5G25910.1
AT4G21740		AT4G21740.1
AT3G05480	ATRAD9	AT3G05480.3
AT2G24790	COL3	AT2G24790.1
AT5G63790	ANAC102	AT5G63790.2
AT4G27680		AT4G27680.1
AT4G30390		AT4G30390.1
AT1G74010		AT1G74010.1
AT1G51640	ATEXO70G2	AT1G51640.1
AT4G38092		AT4G38092.1
AT5G22140		AT5G22140.1
AT4G24320		AT4G24320.1
AT5G52220		AT5G52220.1
AT1G74440		AT1G74440.2
AT5G67400	PER73	AT5G67400.1
AT2G01310		AT2G01310.1
AT2G17500	PILS5	AT2G17500.2
AT4G21150	RPN2	AT4G21150.1
AT3G29040	CRRSP13	AT3G29040.1
AT5G28740		AT5G28740.1
AT1G59930		AT1G59930.1
AT4G09760		AT4G09760.1
AT2G27730		AT2G27730.2
AT3G47790	ABCA8	AT3G47790.1
AT1G79190		AT1G79190.2
AT1G79250	AGC1-7	AT1G79250.2
AT1G48550		AT1G48550.1
AT3G04700		AT3G04700.1
AT5G27560		AT5G27560.3
AT2G39780	RNS2	AT2G39780.1
AT1G77730		AT1G77730.1
AT3G22440	FRL4A	AT3G22440.1
AT3G53570	AFC1	AT3G53570.1
AT4G25860	ORP4A	AT4G25860.1
AT5G40155		AT5G40155.1
AT5G42070		AT5G42070.1
AT2G20470		AT2G20470.1
AT2G10950		AT2G10950.2
AT3G17265		AT3G17265.1
AT3G63090		AT3G63090.1
AT2G44500	OFUT20	AT2G44500.1
AT3G46890		AT3G46890.1
AT5G13490	AAC2	AT5G13490.1
AT1G63610		AT1G63610.1
AT1G32690		AT1G32690.1
AT5G43490		AT5G43490.1
AT1G71840		AT1G71840.1
AT5G22470		AT5G22470.1
AT4G29460	PLA2-GAMMA	AT4G29460.1
AT4G13965		AT4G13965.1
AT3G54000		AT3G54000.1
AT5G41470		AT5G41470.1
AT5G17520	MEX1	AT5G17520.1
AT4G39240		AT4G39240.1
AT3G12440		AT3G12440.1
AT3G19515		AT3G19515.2
AT5G25620	YUC6	AT5G25620.2
AT2G46780		AT2G46780.1
AT5G37650		AT5G37650.1
AT5G04937		AT5G04937.1
AT3G09010		AT3G09010.1
AT4G39330	CAD9	AT4G39330.1
AT1G55560	sks14	AT1G55560.1
AT3G58880		AT3G58880.1
AT1G73820		AT1G73820.2
AT3G45248		AT3G45248.1
AT1G08860	BON3	AT1G08860.1
AT5G46915		AT5G46915.1
AT2G07140		AT2G07140.1
AT5G23860	TUBB8	AT5G23860.1
AT1G07870		AT1G07870.2
AT5G65290		AT5G65290.1
AT2G35300	LEA18	AT2G35300.1
AT1G28670	ARAB-1	AT1G28670.1
AT4G37270	HMA1	AT4G37270.1
AT5G10510	AIL6	AT5G10510.3
AT4G14365	XBAT34	AT4G14365.1
AT1G18270		AT1G18270.3
AT2G26980	CIPK3	AT2G26980.4
AT5G51130		AT5G51130.1
AT3G51810	EM1	AT3G51810.1
AT2G22100	UBA1B	AT2G22100.1
AT2G47935		AT2G47935.1
AT4G14450		AT4G14450.1
AT3G57430	PCMP-H81	AT3G57430.1
AT3G33187		AT3G33187.1
AT5G43400		AT5G43400.1
AT1G69330		AT1G69330.1
AT1G51560		AT1G51560.1
AT2G15318		AT2G15318.1
AT1G07560		AT1G07560.1
AT1G80450	VQ11	AT1G80450.1
AT4G10400		AT4G10400.1
AT1G03100		AT1G03100.1
AT1G27030		AT1G27030.1
AT2G46790	APRR9	AT2G46790.1
AT3G49796		AT3G49796.1
AT2G44310		AT2G44310.1
AT5G16730		AT5G16730.1
AT3G26170	CYP71B19	AT3G26170.1
AT3G29180		AT3G29180.1
AT2G07776		AT2G07776.2
AT3G45730		AT3G45730.1
AT1G03820		AT1G03820.1
AT2G29090	CYP707A2	AT2G29090.1
AT4G16155	LPD2	AT4G16155.1
AT1G19060		AT1G19060.1
AT1G43310		AT1G43310.1
AT4G39480	CYP96A9	AT4G39480.1
AT1G20803		AT1G20803.1
AT3G09350	Fes1A	AT3G09350.1
AT5G56350		AT5G56350.1
AT4G39880		AT4G39880.1
AT1G35730	APUM9	AT1G35730.2
AT2G05420		AT2G05420.1
AT4G18593		AT4G18593.2
AT1G66780	DTX8	AT1G66780.1
AT1G23550	SRO2	AT1G23550.1
AT2G03370		AT2G03370.2
AT3G56640	SEC15A	AT3G56640.1
AT5G60150		AT5G60150.2
AT2G40140	CZF1	AT2G40140.1
AT5G63140	PAP29	AT5G63140.1
AT4G25890	RPP3A	AT4G25890.1
AT2G43470		AT2G43470.1
AT2G32510	MAPKKK17	AT2G32510.1
AT5G36470		AT5G36470.1
AT3G18800		AT3G18800.1
AT2G46260		AT2G46260.1
AT2G41710		AT2G41710.4
AT1G25320		AT1G25320.1
AT3G45540		AT3G45540.1
AT3G06600	SINE3	AT3G06600.3
AT4G19865		AT4G19865.1
AT2G23450	WAKL14	AT2G23450.2
AT3G18340		AT3G18340.1
AT4G39500	CYP96A11	AT4G39500.2
AT5G10120	EIL4	AT5G10120.1
AT1G13040		AT1G13040.2
AT2G46770	NAC043	AT2G46770.1
AT5G59920	ULI3	AT5G59920.1
AT4G15930		AT4G15930.1
AT5G22480		AT5G22480.1
AT3G14070	CCX3	AT3G14070.1
AT5G35810		AT5G35810.1
AT2G20500		AT2G20500.1
AT5G63740		AT5G63740.1
AT3G53100		AT3G53100.1
AT5G13880		AT5G13880.2
AT2G44950	HUB1	AT2G44950.1
AT3G23670	KIN12B	AT3G23670.1
AT1G08340	ROPGAP5	AT1G08340.1
AT1G60625	RALFL6	AT1G60625.1
AT3G13180		AT3G13180.1
AT4G10660		AT4G10660.1
AT2G07633		AT2G07633.1
AT4G22230		AT4G22230.1
AT2G03130		AT2G03130.1
AT3G21860	ASK10	AT3G21860.1
AT4G34280		AT4G34280.1
AT2G02497		AT2G02497.1
AT3G17900		AT3G17900.1
AT3G26140		AT3G26140.3
AT1G11610	CYP71A18	AT1G11610.2
AT1G32420		AT1G32420.1
AT1G66530		AT1G66530.1
AT2G39500		AT2G39500.1
AT3G47860	CHL	AT3G47860.1
AT1G54700		AT1G54700.1
AT1G69610		AT1G69610.2
AT2G42480		AT2G42480.1
AT1G74650	ATY13	AT1G74650.1
AT3G55665		AT3G55665.1
AT4G18400		AT4G18400.1
AT1G10090		AT1G10090.1
AT5G39950	TRX2	AT5G39950.1
ATMG01110	ORF251	ATMG01110.1
AT3G18190	CCT4	AT3G18190.1
AT5G01100	FRB1	AT5G01100.1
AT3G25050	XTH3	AT3G25050.1
AT4G29050		AT4G29050.2
AT5G06400		AT5G06400.1
AT3G25680		AT3G25680.1
AT1G08390		AT1G08390.1
AT5G11490		AT5G11490.2
AT5G02770	MOS11	AT5G02770.1
AT1G34042		AT1G34042.1
AT1G19610	PDF1.4	AT1G19610.1
AT4G29260		AT4G29260.1
AT2G21620	RD2	AT2G21620.2
AT1G44575	PSBS	AT1G44575.3
AT3G13235		AT3G13235.1
AT3G12750	ZIP1	AT3G12750.1
AT5G18390		AT5G18390.1
AT1G67080	ABA4	AT1G67080.1
AT5G66480		AT5G66480.1
AT4G08690		AT4G08690.2
AT5G17920	MS1	AT5G17920.1
AT1G48130	PER1	AT1G48130.1
AT5G25390	SHN3	AT5G25390.2
AT2G24395		AT2G24395.1
AT3G30705		AT3G30705.1
AT4G39280		AT4G39280.1
AT2G40430		AT2G40430.2
AT1G01540		AT1G01540.2
AT2G17730	NIP2	AT2G17730.2
AT2G06904		AT2G06904.1
AT4G36410	UBC17	AT4G36410.1
AT1G79450	ALIS5	AT1G79450.1
AT5G06070	RBE	AT5G06070.1
AT4G25240	SKS1	AT4G25240.1
AT4G10767	SCRL21	AT4G10767.1
AT5G45090	PP2A7	AT5G45090.1
AT2G02740	WHY3	AT2G02740.1
AT5G20045		AT5G20045.1
AT5G42680		AT5G42680.1
AT1G77950	AGL67	AT1G77950.4
AT5G36810		AT5G36810.1
AT3G10960	AZG1	AT3G10960.1
AT1G47540		AT1G47540.2
AT5G39300	EXPA25	AT5G39300.1
AT1G17100		AT1G17100.1
AT5G41040	HHT1	AT5G41040.1
AT1G52420		AT1G52420.1
AT1G35320		AT1G35320.2
AT3G18930	ATL65	AT3G18930.3
AT3G59480		AT3G59480.1
AT5G61970		AT5G61970.1
AT5G55280	FTSZ1	AT5G55280.1
AT3G47370	RPS20B	AT3G47370.3
AT3G46180	UTR5	AT3G46180.1
AT2G31981		AT2G31981.1
AT2G04690		AT2G04690.5
AT5G07620		AT5G07620.1
AT1G64040	TOPP3	AT1G64040.1
AT1G07135		AT1G07135.1
AT4G33680	DAP	AT4G33680.1
AT4G33925		AT4G33925.1
AT3G51530		AT3G51530.1
AT4G02910		AT4G02910.1
AT3G54810	GATA8	AT3G54810.2
AT5G40480	GB210	AT5G40480.1
AT4G19580		AT4G19580.1
AT2G22500	PUMP5	AT2G22500.1
AT1G73920		AT1G73920.1
AT3G24490		AT3G24490.1
AT4G32290		AT4G32290.1
AT1G61440		AT1G61440.2
AT5G43570		AT5G43570.2
AT3G27740	CARA	AT3G27740.1
AT3G52180	DSP4	AT3G52180.1
AT3G25210		AT3G25210.1
AT3G02760		AT3G02760.1
AT3G05425		AT3G05425.1
AT5G40120	AGL76	AT5G40120.1
AT5G15140		AT5G15140.1
AT1G71990	FUT13	AT1G71990.1
AT5G56430		AT5G56430.1
AT5G41380		AT5G41380.1
AT4G01760		AT4G01760.1
AT1G77870	MUB5	AT1G77870.1
AT4G20300		AT4G20300.2
AT4G35730		AT4G35730.1
AT3G07255		AT3G07255.1
AT1G17820		AT1G17820.1
AT3G22740	HMT3	AT3G22740.1
AT1G68920	BHLH49	AT1G68920.1
AT4G18820		AT4G18820.1
AT1G18700		AT1G18700.5
AT1G16130	WAKL2	AT1G16130.1
AT5G60290		AT5G60290.1
AT4G22150	PUX3	AT4G22150.1
AT5G53490		AT5G53490.4
AT5G64120	PER71	AT5G64120.1
AT2G31280	CPUORF7	AT2G31280.3
AT2G32430	B3GALT3	AT2G32430.1
AT1G55750	TFB1-1	AT1G55750.1
AT5G36440		AT5G36440.1
AT3G26400	EIF4B1	AT3G26400.1
AT5G48515		AT5G48515.1
AT3G13370		AT3G13370.1
AT2G34660	ABCC2	AT2G34660.1
AT3G62820		AT3G62820.1
AT4G01290		AT4G01290.1
AT1G54210	ATG12A	AT1G54210.1
AT5G42150		AT5G42150.1
AT1G61250	SCAMP3	AT1G61250.1
AT5G05220		AT5G05220.1
AT1G17150		AT1G17150.1
AT2G36350	KIPK2	AT2G36350.1
AT1G19020		AT1G19020.1
AT2G29540	ATRPC14	AT2G29540.3
AT1G80160		AT1G80160.3
AT5G17680		AT5G17680.2
AT2G24370		AT2G24370.1
AT2G36990	SIGF	AT2G36990.1
AT1G36960		AT1G36960.1
AT1G53660		AT1G53660.3
AT3G14850	TBL41	AT3G14850.2
AT3G22570		AT3G22570.1
AT5G60945		AT5G60945.1
AT1G17480	IQD7	AT1G17480.1
AT3G11450		AT3G11450.1
AT1G65230		AT1G65230.1
AT4G15110	CYP97B3	AT4G15110.1
AT3G13772	TMN7	AT3G13772.1
AT4G10670	GTC2	AT4G10670.1
AT5G04010	NSFBX	AT5G04010.1
AT2G13845		AT2G13845.1
AT3G10605		AT3G10605.1
AT3G51120		AT3G51120.1
AT4G24265		AT4G24265.2
AT2G39040	PER24	AT2G39040.1
AT1G72900		AT1G72900.1
AT2G40745		AT2G40745.1
AT4G18690	DOGL3	AT4G18690.1
AT2G36260		AT2G36260.1
AT4G16700	PSD1	AT4G16700.1
AT1G48570		AT1G48570.1
AT5G22900	CHX3	AT5G22900.1
AT3G57480	SAP13	AT3G57480.1
AT5G63560	FACT	AT5G63560.1
AT2G24205		AT2G24205.1
AT2G31500	CPK24	AT2G31500.1
AT1G40090		AT1G40090.1
AT3G05685		AT3G05685.1
AT4G29620	CDA2	AT4G29620.1
AT1G22880	CEL5	AT1G22880.1
AT1G10310		AT1G10310.1
AT4G38065		AT4G38065.1
AT1G75690	LQY1	AT1G75690.1
AT1G67600		AT1G67600.1
AT3G51990		AT3G51990.1
AT4G26700	FIM1	AT4G26700.4
AT1G21580		AT1G21580.1
AT1G73130		AT1G73130.1
AT2G03740		AT2G03740.1
AT5G11720		AT5G11720.1
AT2G17930		AT2G17930.1
AT5G61997		AT5G61997.1
AT2G07669		AT2G07669.1
AT3G61520		AT3G61520.1
AT5G51700	RAR1	AT5G51700.1
AT4G15480	UGT84A1	AT4G15480.1
AT3G28030	UVH3	AT3G28030.3
AT5G35620	EIF(ISO)4E	AT5G35620.1
AT1G71470		AT1G71470.1
AT5G35750	AHK2	AT5G35750.1
AT2G35750		AT2G35750.1
AT1G68795	CLE12	AT1G68795.1
AT5G10350	PABN3	AT5G10350.1
AT1G04510	PRP19A	AT1G04510.1
AT3G16310	NUP35	AT3G16310.1
AT4G13700	ATPAP23	AT4G13700.1
AT5G56600	PRO5	AT5G56600.1
AT4G11320	RDL5	AT4G11320.1
AT2G37670		AT2G37670.2
AT5G17830		AT5G17830.1
AT4G31340		AT4G31340.1
AT1G45150		AT1G45150.1
AT5G20700	FLZ14	AT5G20700.1
AT5G09445		AT5G09445.1
AT5G40570		AT5G40570.2
AT1G17850	STR8	AT1G17850.2
AT5G57410		AT5G57410.3
AT5G46490		AT5G46490.2
AT2G32700	LUH	AT2G32700.7
AT5G12100		AT5G12100.1
AT2G41190	AVT1A	AT2G41190.1
AT4G19640	RABF2B	AT4G19640.1
AT4G02550		AT4G02550.3
AT1G64050		AT1G64050.1
AT3G14260		AT3G14260.1
AT5G13570	DCP2	AT5G13570.2
AT3G57530	CPK32	AT3G57530.1
AT5G48850	SDI1	AT5G48850.1
AT1G13090	CYP71B28	AT1G13090.2
AT5G16020	GEX3	AT5G16020.1
AT5G41340	UBC4	AT5G41340.1
AT5G39390		AT5G39390.1
AT5G50361		AT5G50361.1
AT1G35560	TCP23	AT1G35560.1
AT5G43880		AT5G43880.3
AT4G15370	BARS1	AT4G15370.1
AT1G70150		AT1G70150.1
AT3G25490	WAKL16	AT3G25490.1
AT5G28220		AT5G28220.1
AT3G10070	TAF12	AT3G10070.1
AT2G38152		AT2G38152.1
AT1G58050		AT1G58050.1
AT3G44890	RPL9	AT3G44890.1
AT2G21740	EC1.2	AT2G21740.1
AT4G31840	ENODL15	AT4G31840.1
AT3G08740		AT3G08740.1
AT4G35970	APX5	AT4G35970.1
AT1G21835		AT1G21835.1
AT5G13210		AT5G13210.1
AT1G58230		AT1G58230.2
AT3G55970	JRG21	AT3G55970.1
AT1G19394		AT1G19394.1
AT3G16180	NPF1.1	AT3G16180.1
AT3G14580		AT3G14580.1
AT1G20950	PFP-ALPHA1	AT1G20950.1
AT3G04150		AT3G04150.2
AT5G23330	RIBF1	AT5G23330.1
AT5G63030	GRXC1	AT5G63030.1
AT3G49142	PCMP-H77	AT3G49142.1
AT4G10290		AT4G10290.1
AT4G37710	VQ29	AT4G37710.2
AT2G21980		AT2G21980.1
AT3G05035		AT3G05035.2
AT3G61723		AT3G61723.1
AT2G45540	BCHC2	AT2G45540.2
AT5G51420		AT5G51420.1
AT1G71950		AT1G71950.1
AT5G48520		AT5G48520.2
AT2G04440		AT2G04440.1
AT2G27230	LHW	AT2G27230.2
AT4G27850		AT4G27850.1
AT5G62190	RH7	AT5G62190.1
AT4G20910	HEN1	AT4G20910.2
AT3G07330	CSLC6	AT3G07330.1
AT5G56070		AT5G56070.1
AT5G17970		AT5G17970.1
AT1G80780		AT1G80780.3
AT3G45860	CRK4	AT3G45860.1
AT4G35120		AT4G35120.1
ATMG00400	ORF157	ATMG00400.1
AT5G42890	ATSCP2	AT5G42890.1
AT2G27550	CEN	AT2G27550.1
AT2G40470	LBD15	AT2G40470.1
AT5G66860		AT5G66860.1
AT3G54750		AT3G54750.3
AT1G17030		AT1G17030.1
AT5G27247		AT5G27247.1
AT2G32120	HSP70-8	AT2G32120.1
AT2G22030		AT2G22030.1
AT1G17290	ALAAT1	AT1G17290.1
AT1G06210	TOL2	AT1G06210.1
AT4G38620	MYB4	AT4G38620.1
AT5G44480	DUR	AT5G44480.1
AT4G34310		AT4G34310.1
AT1G47695		AT1G47695.1
AT5G57200		AT5G57200.1
AT3G53670		AT3G53670.1
AT4G34810		AT4G34810.1
AT5G12440		AT5G12440.3
AT5G55180		AT5G55180.2
AT1G65030		AT1G65030.1
AT3G06100	NIP7-1	AT3G06100.1
AT2G27530	RPL10AB	AT2G27530.1
AT2G26610		AT2G26610.1
AT1G44050		AT1G44050.1
AT1G54320	ALIS3	AT1G54320.1
AT1G70570		AT1G70570.2
AT4G20790		AT4G20790.1
AT4G18350	NCED2	AT4G18350.1
AT4G11580		AT4G11580.1
AT2G36730	PCMP-E44	AT2G36730.1
AT5G36150	PEN3	AT5G36150.1
AT1G22960		AT1G22960.1
AT5G38700		AT5G38700.1
AT4G32250		AT4G32250.1
AT4G05490	FBL22	AT4G05490.1
AT5G26150		AT5G26150.2
AT2G22080		AT2G22080.1
AT3G57290	TIF3E1	AT3G57290.1
AT4G12770		AT4G12770.1
AT2G47840	TIC20-II	AT2G47840.1
AT5G44410		AT5G44410.1
AT1G20225		AT1G20225.1
AT1G68930	PCMP-H22	AT1G68930.1
AT5G19050		AT5G19050.1
AT5G01160		AT5G01160.2
AT2G42160	BRIZ1	AT2G42160.1
AT1G23700		AT1G23700.3
AT1G26773		AT1G26773.1
AT2G30910	ARPC1A	AT2G30910.1
AT5G02780	GSTL1	AT5G02780.3
AT1G14270		AT1G14270.1
AT2G10608		AT2G10608.1
AT4G00610		AT4G00610.1
AT5G58820	SBT4.7	AT5G58820.1
AT5G25070		AT5G25070.1
AT5G23830		AT5G23830.1
AT2G37120	S1FA2	AT2G37120.1
AT4G36370		AT4G36370.1
AT2G34150	SCAR1	AT2G34150.2
AT4G19340		AT4G19340.1
AT5G62360		AT5G62360.1
AT3G03210		AT3G03210.1
AT2G16760		AT2G16760.1
AT2G45080	CYCU2-1	AT2G45080.1
AT5G11470		AT5G11470.1
AT5G39030		AT5G39030.1
AT5G50220		AT5G50220.1
AT4G38160	pde191	AT4G38160.3
AT1G29760	SEI2	AT1G29760.1
AT1G06110	SKIP16	AT1G06110.1
AT1G62980	EXPA18	AT1G62980.1
AT2G26290	PBL12	AT2G26290.1
AT3G06910	ULP1A	AT3G06910.1
AT3G52690		AT3G52690.1
AT3G28899		AT3G28899.1
AT3G12270	PRMT3	AT3G12270.1
AT5G14430		AT5G14430.1
AT5G22070		AT5G22070.1
AT3G14320	ATL61	AT3G14320.1
AT3G01870		AT3G01870.1
AT4G12350	MYB42	AT4G12350.1
AT3G53880	AKR4C11	AT3G53880.1
AT5G54940		AT5G54940.3
